Time,Tank 1 ,Tank 2,Tank 3,Tank 4,Tank 5 ,Tank 6,Tank 7,Tank 8,Tank 9,Tank 10,Tank 11,Tank 12
07/27/2020 14:15:00,28.065387,27.999576,28.032948,28.042783,28.053175,28.006427,28.066157,27.993953,28.043357,28.016934,28.02313,28.021425
07/27/2020 14:20:00,28.061272,28.017426,28.026556,28.020294,28.055306,27.992986,28.045881,28.05447,28.027228,28.000477,27.996625,27.99869
07/27/2020 14:25:00,28.03203,28.059682,27.997609,28.01041,28.023245,28.037915,28.023064,28.01913,27.996642,28.048471,28.00387,27.999887
07/27/2020 14:30:00,28.002362,28.050094,28.008804,27.99556,27.987758,28.034292,28.000641,27.986495,28.03285,28.045225,28.052077,28.058863
07/27/2020 14:35:00,27.99279,28.034817,28.026785,28.040619,28.02077,28.017426,27.992675,28.048372,28.032899,28.02472,28.040242,28.061994
07/27/2020 14:40:00,28.054749,28.008066,28.016688,28.055945,28.067829,27.991544,28.058797,28.010574,28.005427,27.994363,28.012639,28.0408
07/27/2020 14:45:00,28.058765,27.996543,27.992052,28.043717,28.041341,28.019196,28.072599,27.998297,28.006886,28.020507,28.002247,28.014869
07/27/2020 14:50:00,28.038751,28.032407,28.014279,28.030178,28.006624,28.027867,28.048553,28.054929,28.039915,28.060879,28.03603,27.992216
07/27/2020 14:55:00,28.013869,28.041849,28.042783,28.014557,27.990626,28.019688,28.033325,28.017032,28.028473,28.04911,28.032358,28.049766
07/27/2020 15:00:00,27.98248,28.037882,28.03739,27.993871,28.041078,27.990593,28.007263,27.98466,27.998854,28.022786,28.010082,28.073582
07/27/2020 15:05:00,28.044094,28.016311,28.020589,28.031555,28.054781,28.026818,27.995461,28.058551,28.006329,27.993675,27.985676,28.056568
07/27/2020 15:10:00,28.066108,28.000838,28.012082,28.058453,28.043373,28.038915,28.017409,28.025146,28.044406,28.015688,28.041439,28.027326
07/27/2020 15:15:00,28.040751,28.036554,28.00228,28.048192,28.008919,28.036161,28.063698,27.995937,28.042406,28.054503,28.066911,28.003526
07/27/2020 15:20:00,28.014197,28.052011,28.035145,28.025818,27.99592,28.005837,28.054732,28.052388,28.008361,28.044684,28.046225,27.993199
07/27/2020 15:25:00,27.987151,28.031932,28.052946,28.006591,28.056912,28.008279,28.032211,28.021278,27.996691,28.019114,28.014623,28.059404
07/27/2020 15:30:00,28.027588,28.00487,28.02513,27.985938,28.046143,28.033866,28.003903,27.995412,28.047946,27.989298,27.998166,28.056978
07/27/2020 15:35:00,28.056535,27.993314,28.00941,28.05229,28.026556,28.035161,27.991249,28.057781,28.034735,28.031653,28.043422,28.036899
07/27/2020 15:40:00,28.034489,28.040832,27.991855,28.058879,27.990347,28.013049,28.054552,28.016278,28.012,28.067714,28.059764,28.009263
07/27/2020 15:45:00,28.010033,28.04452,28.031604,28.042963,28.03067,27.996412,28.06796,27.987954,27.988446,28.052896,28.033129,27.991609
07/27/2020 15:50:00,27.978496,28.023605,28.06378,28.025966,28.059863,28.035456,28.04929,28.048553,28.035374,28.02667,28.008804,28.046061
07/27/2020 15:55:00,28.049717,28.008591,28.040554,28.005345,28.041537,28.029949,28.030063,28.018639,28.034178,27.997691,27.985676,28.070796
07/27/2020 16:00:00,28.061666,27.997084,28.035669,27.999756,28.010377,28.020425,28.009787,28.005919,28.01577,28.016278,28.045029,28.048749
07/27/2020 16:05:00,28.030768,28.038226,28.017803,28.066862,27.99179,27.988364,27.991314,28.043685,27.987839,28.058404,28.056978,28.021294
07/27/2020 16:10:00,28.00628,28.050421,27.990396,28.07432,28.046668,28.014885,28.052618,28.010623,28.037194,28.051815,28.040521,27.994789
07/27/2020 16:15:00,27.990282,28.031244,28.027752,28.045111,28.058617,28.049667,28.072959,28.026539,28.034374,28.016885,28.018786,28.004345
07/27/2020 16:20:00,28.055175,28.015606,28.064026,28.029539,28.026998,28.049684,28.065501,28.048225,28.009919,27.992429,27.991855,28.063157
07/27/2020 16:25:00,28.064911,27.988807,28.057879,28.009345,27.997297,28.030408,28.06655,28.021802,27.978841,28.021982,28.03998,28.056863
07/27/2020 16:30:00,28.03103,28.036063,28.037833,27.985807,28.016344,28.00805,28.029965,27.99415,28.029998,28.047471,28.056961,28.028424
07/27/2020 16:35:00,28.004526,28.052585,28.021474,28.047291,28.061584,27.997592,28.002641,28.050798,28.058355,28.04298,28.041259,27.99061
07/27/2020 16:40:00,27.984692,28.043013,27.987774,28.065534,28.02454,28.042406,27.992413,28.019114,28.032096,28.017409,28.012426,28.010607
07/27/2020 16:45:00,28.054863,28.02295,28.026933,28.047192,27.994232,28.039079,28.058109,27.997576,28.010754,27.987807,27.991904,28.065665
07/27/2020 16:50:00,28.063928,28.003772,28.059568,28.026326,28.009165,28.01259,28.064797,28.050569,28.008607,28.038161,28.049012,28.05429
07/27/2020 16:55:00,28.034948,28.002379,28.039931,28.011361,28.070697,27.994953,28.052175,28.008034,28.05783,28.057388,28.052339,28.028703
07/27/2020 17:00:00,28.000575,28.049995,28.027424,28.001739,28.044291,28.025261,28.026752,28.012771,28.044176,28.048586,28.041652,27.997019
07/27/2020 17:05:00,28.007575,28.044652,28.004526,28.045291,28.011295,28.040455,27.992265,28.04552,28.012935,28.024933,28.013131,27.999674
07/27/2020 17:10:00,28.05901,28.018065,28.001559,28.055142,27.984086,28.022769,28.011853,28.006624,27.993232,27.994511,27.995281,28.070599
07/27/2020 17:15:00,28.048651,28.000477,28.039521,28.032686,28.04893,27.989987,28.067452,28.015951,28.04016,28.01918,28.049454,28.080253
07/27/2020 17:20:00,28.022835,28.002969,28.03603,28.002329,28.054749,28.010312,28.056175,28.046619,28.03957,28.062846,28.046586,28.061453
07/27/2020 17:25:00,27.986086,28.050421,28.024326,27.996642,28.038784,28.056093,28.030358,28.002805,28.015672,28.049454,28.02726,28.021851
07/27/2020 17:30:00,28.019098,28.049438,27.99633,28.058076,27.96858,28.052339,27.997281,28.024031,27.991265,28.022786,28.000805,27.992019
07/27/2020 17:35:00,28.060092,28.024703,28.000543,28.052405,27.980857,28.014738,27.989052,28.043308,28.042636,27.990183,28.005886,27.997297
07/27/2020 17:40:00,28.045193,28.001969,28.05747,28.036571,28.057142,27.994117,28.046766,27.998084,28.041603,28.013213,28.05965,28.07373
07/27/2020 17:45:00,28.021622,27.996183,28.061682,28.008574,28.057535,28.017639,28.070386,28.038898,28.018114,28.065911,28.050175,28.071369
07/27/2020 17:50:00,27.985774,28.047028,28.035571,27.995002,28.018081,28.043324,28.040767,28.028146,27.995674,28.055404,28.022736,28.045586
07/27/2020 17:55:00,28.035391,28.049159,28.019524,28.032489,27.986151,28.031637,28.01677,27.990396,28.043488,28.028572,27.995052,28.012541
07/27/2020 18:00:00,28.053191,28.025785,27.994757,28.068648,28.027752,28.004444,27.984823,28.060354,28.039636,27.99774,28.006919,27.9892
07/27/2020 18:05:00,28.021261,28.002362,28.013475,28.054142,28.058207,27.991544,28.039275,28.027293,28.017295,28.009984,28.050159,28.011295
07/27/2020 18:10:00,27.992413,28.002674,28.065419,28.025195,28.022376,28.042193,28.07632,27.993183,27.983971,28.058633,28.039259,28.074221
07/27/2020 18:15:00,28.003887,28.061305,28.054732,28.000444,27.988003,28.04198,28.05329,28.057125,28.040931,28.044193,28.011345,28.059223
07/27/2020 18:20:00,28.064895,28.060486,28.024523,27.999363,28.033768,28.024785,28.016836,28.018589,28.047012,28.009935,27.991626,28.028326
07/27/2020 18:25:00,28.054257,28.040029,28.014049,28.063911,28.044488,27.993331,27.99556,27.995347,28.015426,27.992527,28.046504,28.009869
07/27/2020 18:30:00,28.023704,28.012754,27.995347,28.070025,28.013672,28.019983,28.011213,28.054142,27.99215,28.04793,28.046225,27.991249
07/27/2020 18:35:00,27.989413,27.997002,28.04198,28.041816,27.985414,28.035407,28.074631,28.018983,28.034915,28.064059,28.019016,28.050585
07/27/2020 18:40:00,28.011263,28.029785,28.074041,28.012361,28.026474,28.029801,28.067124,28.004608,28.041767,28.040521,27.995084,28.059207
07/27/2020 18:45:00,28.073517,28.045061,28.054847,27.984856,28.056945,28.000723,28.033948,27.999199,28.02131,28.013836,28.014606,28.036456
07/27/2020 18:50:00,28.057175,28.033096,28.039898,28.013803,28.029703,28.005821,28.005116,28.034292,27.989708,27.978431,28.06342,28.015721
07/27/2020 18:55:00,28.024753,28.009394,28.014279,28.07273,27.979972,28.039767,27.989102,28.038472,28.031424,28.054749,28.04952,27.993117
07/27/2020 19:00:00,27.999838,27.989626,27.99356,28.051225,28.021343,28.03644,28.05524,27.992298,28.05606,28.067485,28.014147,28.041324
07/27/2020 19:05:00,28.004641,28.043471,28.043029,28.03326,28.05229,28.006181,28.069829,28.041078,28.022982,28.047127,27.990003,28.071402
07/27/2020 19:10:00,28.063436,28.041046,28.060322,28.010656,28.030014,27.990052,28.044832,28.027326,27.996592,28.012017,28.032161,28.050077
07/27/2020 19:15:00,28.057797,28.03862,28.045799,27.987758,27.994642,28.048438,28.012508,27.994134,28.022146,27.996347,28.058092,28.017573
07/27/2020 19:20:00,28.019393,28.006673,28.022097,28.04634,28.000264,28.050094,27.986758,28.057666,28.051257,28.041291,28.032522,27.986561
07/27/2020 19:25:00,27.994527,27.995297,27.994101,28.069779,28.063256,28.023409,28.043013,28.020081,28.028998,28.041652,28.007345,28.015918
07/27/2020 19:30:00,28.009525,28.04339,28.00428,28.047733,28.038947,27.990085,28.06796,28.001625,27.996724,28.026293,27.994707,28.070452
07/27/2020 19:35:00,28.057847,28.04616,28.061485,28.024851,28.010279,28.009968,28.044078,28.051192,28.028867,28.000805,28.050356,28.068058
07/27/2020 19:40:00,28.055109,28.024212,28.051847,28.001346,27.994216,28.044275,28.021278,28.004903,28.055175,28.007476,28.049487,28.03185
07/27/2020 19:45:00,28.021786,28.007148,28.029326,28.008443,28.054191,28.030326,27.988593,28.005837,28.034833,28.068255,28.030375,28.005968
07/27/2020 19:50:00,27.987774,28.001166,27.99574,28.064043,28.037866,27.999149,28.01736,28.054765,27.998953,28.053339,27.999543,27.989479
07/27/2020 19:55:00,28.02054,28.054159,27.994609,28.064633,27.998494,27.998395,28.069321,28.003165,28.005247,28.024146,28.023622,28.046635
07/27/2020 20:00:00,28.071894,28.048241,28.057945,28.046209,27.992036,28.0517,28.05983,28.018212,28.050929,27.993265,28.047061,28.059338
07/27/2020 20:05:00,28.043488,28.024835,28.06142,28.010787,28.064846,28.045242,28.026277,28.047799,28.027605,28.015655,28.032866,28.035161
07/27/2020 20:10:00,28.018426,28.006624,28.048569,27.977693,28.048225,28.026834,28.001215,28.001641,28.002788,28.069157,28.004739,28.010132
07/27/2020 20:15:00,27.985823,27.991232,28.025277,28.040931,28.01954,27.994462,27.988774,28.019688,27.999133,28.054536,28.000002,27.993888
07/27/2020 20:20:00,28.022736,28.047717,27.998297,28.077696,27.986168,28.027277,28.065698,28.03403,28.036308,28.02649,28.053273,28.041734
07/27/2020 20:25:00,28.058896,28.056912,28.005198,28.061699,28.033506,28.040751,28.074074,27.991937,28.030965,28.001985,28.037636,28.06714
07/27/2020 20:30:00,28.044225,28.041324,28.068337,28.028506,28.067698,28.009279,28.052716,28.058224,27.992642,28.00605,28.015,28.048667
07/27/2020 20:35:00,28.011017,28.016213,28.070386,28.005378,28.033555,27.986708,28.023802,28.022556,28.01677,28.053142,27.989806,28.014852
07/27/2020 20:40:00,27.984758,28.002067,28.050143,27.989823,27.990495,28.031194,27.991872,27.993265,28.041849,28.038046,28.033374,27.983463
07/27/2020 20:45:00,28.02036,28.029867,28.025834,28.05029,28.007312,28.030063,28.018573,28.056011,28.02077,28.027719,28.056699,28.031539
07/27/2020 20:50:00,28.064075,28.048471,28.000264,28.05806,28.065567,28.011213,28.073369,28.012197,27.99197,27.989954,28.042636,28.069091
07/27/2020 20:55:00,28.046356,28.034276,27.992019,28.040701,28.046569,27.989954,28.065419,28.010722,28.039701,28.020786,28.013148,28.051077
07/27/2020 21:00:00,28.01577,28.011787,28.047963,28.008247,28.006017,28.04198,28.029178,28.035538,28.03644,28.07096,27.992658,28.025294
07/27/2020 21:05:00,27.980562,27.987053,28.053536,28.000952,27.987594,28.041783,28.00328,27.990495,27.999166,28.047438,28.047078,27.997855
07/27/2020 21:10:00,28.039324,28.035079,28.037948,28.043685,28.046684,28.01913,27.984905,28.052798,28.009689,28.018442,28.049307,28.006149
07/27/2020 21:15:00,28.069009,28.050995,28.015442,28.052601,28.055683,27.989544,28.053126,28.037259,28.04021,27.989593,28.024179,28.072713
07/27/2020 21:20:00,28.044602,28.030309,27.99874,28.031522,28.022622,28.018131,28.06714,27.994265,28.015475,28.045832,27.998018,28.068091
07/27/2020 21:25:00,28.01023,28.007542,28.031047,28.000789,27.984791,28.050339,28.04811,28.052159,27.984086,28.066501,27.997592,28.037997
07/27/2020 21:30:00,27.982168,27.985102,28.059994,27.992658,28.013721,28.04198,28.021163,28.041996,28.037735,28.029441,28.050864,28.008509
07/27/2020 21:35:00,28.041505,28.04239,28.045865,28.060617,28.063551,28.013623,27.987758,27.992019,28.036735,28.001788,28.049782,27.982529
07/27/2020 21:40:00,28.068026,28.064485,28.025507,28.055404,28.032637,27.989528,28.017704,28.05901,28.010984,27.993445,28.021999,28.035276
07/27/2020 21:45:00,28.0487,28.043783,27.999723,28.032948,27.999264,28.036931,28.067059,28.020343,27.999936,28.058978,27.998281,28.069321
07/27/2020 21:50:00,28.007345,28.013738,28.008296,28.002149,27.995166,28.036013,28.051356,27.989839,28.045733,28.054995,28.01918,28.048684
07/27/2020 21:55:00,27.97871,27.988889,28.0656,27.993494,28.053585,28.013803,28.018081,28.061617,28.033424,28.032702,28.058322,28.025539
07/27/2020 22:00:00,28.035259,28.027326,28.059355,28.052716,28.041324,27.996084,27.990216,28.017819,27.998805,27.99474,28.041046,27.993347
07/27/2020 22:05:00,28.066649,28.055847,28.041439,28.054945,28.010115,28.04275,28.008148,27.989331,28.008788,27.999789,28.003477,28.009312
07/27/2020 22:10:00,28.040455,28.038226,28.009492,28.035669,27.98443,28.029342,28.063338,28.057355,28.040898,28.066698,28.001575,28.065469
07/27/2020 22:15:00,28.000772,28.017262,27.99415,28.006427,28.045455,28.010869,28.049274,28.012754,28.007345,28.057322,28.055896,28.056076
07/27/2020 22:20:00,27.981742,27.995248,28.036685,28.000018,28.057879,27.991019,28.018508,27.999363,27.996101,28.035702,28.052142,28.02985
07/27/2020 22:25:00,28.058765,28.0408,28.064551,28.056601,28.010541,28.038685,27.989856,28.056421,28.046897,27.997805,28.024261,28.001674
07/27/2020 22:30:00,28.073156,28.058207,28.047471,28.05147,27.988708,28.042488,28.005427,28.001657,28.04334,27.997953,28.000182,27.982496
07/27/2020 22:35:00,28.043275,28.043865,28.029244,28.032489,28.027916,28.025572,28.069075,28.018508,28.00782,28.064092,28.02072,28.051536
07/27/2020 22:40:00,28.005968,28.016737,28.000657,28.001608,28.054913,27.997641,28.063977,28.043094,27.993953,28.051995,28.052093,28.076188
07/27/2020 22:45:00,27.990954,27.99651,28.003723,27.992413,28.020229,28.01382,28.036538,28.007099,28.041291,28.030834,28.030719,28.053126
07/27/2020 22:50:00,28.055109,28.027277,28.055208,28.063846,27.987331,28.056896,28.011869,28.036538,28.030686,27.990265,28.007476,28.032227
07/27/2020 22:55:00,28.049798,28.056519,28.045848,28.062616,28.012935,28.035751,27.97907,28.029539,28.008181,28.013672,27.997051,27.998707
07/27/2020 23:00:00,28.02531,28.042652,28.027506,28.027506,28.061879,28.007952,28.044816,27.996068,28.0041,28.057666,28.047127,27.999559
07/27/2020 23:05:00,27.990806,28.025851,28.004673,28.003411,28.041275,27.992708,28.06996,28.047946,28.05111,28.050339,28.058896,28.056257
07/27/2020 23:10:00,28.037997,27.994789,27.991642,27.98466,28.007198,28.04652,28.054175,28.021622,28.028883,28.020868,28.044652,28.052667
07/27/2020 23:15:00,28.065911,28.023032,28.058601,28.044373,27.980545,28.045488,28.023638,27.987774,27.998281,27.991954,28.010591,28.037374
07/27/2020 23:20:00,28.040865,28.057371,28.06283,28.057027,28.046782,28.02349,27.996215,28.052847,28.007198,28.033063,27.997707,28.012262
07/27/2020 23:25:00,28.00369,28.046225,28.043422,28.041128,28.048209,27.994576,28.010328,28.015688,28.03426,28.061404,28.04516,27.991691
07/27/2020 23:30:00,27.986102,28.017508,28.020606,28.010296,28.008165,28.020786,28.065288,28.019048,28.014197,28.035931,28.044439,28.057191
07/27/2020 23:35:00,28.064485,27.996658,27.98802,27.990905,27.977316,28.031932,28.0517,28.044996,27.996051,28.006329,28.020245,28.060469
07/27/2020 23:40:00,28.055388,28.023786,28.029604,28.044635,28.037374,28.01123,28.024031,28.012262,28.038472,27.996691,27.988725,28.038128
07/27/2020 23:45:00,28.033833,28.056257,28.058519,28.045324,28.065157,27.99433,27.99833,28.023523,28.043635,28.060584,28.017016,28.01477
07/27/2020 23:50:00,28.000477,28.05147,28.040341,28.029162,28.029113,28.031162,28.004149,28.047028,28.01259,28.065042,28.050061,27.982725
07/27/2020 23:55:00,27.994609,28.026556,28.021655,27.999526,27.984905,28.022359,28.071681,27.999215,27.991462,28.036259,28.027933,28.034833
07/28/2020 00:00:00,28.065288,27.998166,27.995265,28.003985,28.026802,28.000739,28.061551,28.049454,28.045504,28.006706,28.015426,28.064682
07/28/2020 00:05:00,28.062649,28.024326,28.012656,28.057224,28.058338,28.012377,28.039636,28.023163,28.037784,28.003149,27.991069,28.05206
07/28/2020 00:10:00,28.031293,28.061748,28.065977,28.053159,28.030178,28.027703,28.010673,27.982922,28.008132,28.051421,28.054306,28.022622
07/28/2020 00:15:00,27.99656,28.044865,28.048586,28.025392,27.986545,28.013262,27.983348,28.064436,27.994265,28.03421,28.055191,27.985528
07/28/2020 00:20:00,28.00405,28.021409,28.022868,27.992118,27.998592,27.994576,28.05011,28.015377,28.045307,28.008771,28.039997,28.018573
07/28/2020 00:25:00,28.060141,27.995052,28.002133,27.996035,28.060453,28.038079,28.067206,27.998936,28.03285,27.986413,28.004542,28.072779
07/28/2020 00:30:00,28.042308,28.0259,28.007165,28.061354,28.044029,28.037767,28.038587,28.054716,28.005673,28.053601,28.003034,28.043209
07/28/2020 00:35:00,28.014983,28.057125,28.051503,28.057142,28.003952,28.009705,28.008361,28.007066,28.002739,28.067534,28.0537,28.034374
07/28/2020 00:40:00,27.974808,28.045651,28.04375,28.033456,27.987085,27.990183,27.985987,28.017917,28.044045,28.041242,28.05247,27.998674
07/28/2020 00:45:00,28.038702,28.023245,28.022097,28.001903,28.050405,28.032178,28.027687,28.043767,28.026457,28.01159,28.021769,28.001756
07/28/2020 00:50:00,28.062813,27.989102,27.995412,27.992708,28.055781,28.035309,28.064321,28.002854,27.992314,27.991396,27.997707,28.061289
07/28/2020 00:55:00,28.043422,28.023113,28.003936,28.054421,28.020753,28.014623,28.05429,28.035079,28.012377,28.054109,28.015475,28.05306
07/28/2020 01:00:00,28.010459,28.0477,28.067993,28.047897,27.985168,27.990511,28.023228,28.04139,28.050471,28.053995,28.066895,28.027654
07/28/2020 01:05:00,27.979431,28.027621,28.074615,28.019655,28.021769,28.026277,27.995609,27.998068,28.032538,28.026867,28.053585,28.00051
07/28/2020 01:10:00,28.043242,28.005296,28.04257,27.9991,28.056765,28.039767,28.013197,28.045996,28.005575,27.995543,28.027916,27.995068
07/28/2020 01:15:00,28.057617,28.009722,28.006755,28.002837,28.029998,28.020671,28.077746,28.016819,28.012082,28.013426,27.990741,28.055896
07/28/2020 01:20:00,28.026965,28.038636,27.991052,28.057699,27.982184,27.994085,28.066337,27.994888,28.051913,28.060387,28.022228,28.071828
07/28/2020 01:25:00,28.000543,28.030719,28.032309,28.055749,28.013197,28.028506,28.036538,28.04993,28.03344,28.044012,28.06124,28.04934
07/28/2020 01:30:00,28.001739,27.996347,28.066829,28.024277,28.053896,28.055306,28.004739,28.00946,27.995052,28.008722,28.050257,28.017377
07/28/2020 01:35:00,28.059469,28.004624,28.052536,28.000805,28.023917,28.037767,27.98997,28.008378,28.013082,27.985807,28.016623,27.984168
07/28/2020 01:40:00,28.057584,28.052552,28.014639,27.992544,27.996428,28.003805,28.055994,28.042029,28.038423,28.05029,27.985004,28.025244
07/28/2020 01:45:00,28.01518,28.040587,27.992986,28.066878,28.005526,28.006509,28.066272,27.992347,28.01477,28.060682,28.041472,28.063321
07/28/2020 01:50:00,27.991708,28.021851,28.004345,28.071255,28.067681,28.041324,28.031096,28.054142,27.990708,28.035669,28.06219,28.041783
07/28/2020 01:55:00,28.024212,28.000838,28.05506,28.048963,28.052159,28.026375,28.010017,28.02272,28.034243,28.006165,28.037833,28.017835
07/28/2020 02:00:00,28.060387,28.017016,28.044357,28.007099,28.010246,27.990364,27.988331,27.983168,28.045815,28.001641,28.020606,27.989561
07/28/2020 02:05:00,28.042029,28.057191,28.02926,27.981299,27.983119,28.014639,28.052634,28.062026,28.015065,28.062813,27.991019,28.036161
07/28/2020 02:10:00,28.007575,28.052847,27.99992,28.04357,28.040751,28.049798,28.062928,28.019573,27.989397,28.053585,28.045684,28.071664
07/28/2020 02:15:00,27.981873,28.034276,28.001313,28.069484,28.06201,28.032161,28.040275,28.006034,28.0408,28.029457,28.062912,28.059781
07/28/2020 02:20:00,28.049274,28.004214,28.056748,28.04557,28.020966,28.005444,28.009771,28.05229,28.039652,28.001182,28.045717,28.031047
07/28/2020 02:25:00,28.066468,28.003591,28.05229,28.019409,27.982021,27.999035,27.983135,28.001854,28.013344,27.995674,28.009361,28.000182
07/28/2020 02:30:00,28.040226,28.050077,28.030768,27.9872,28.015901,28.045438,28.03521,28.007378,27.987053,28.06619,27.99279,27.98879
07/28/2020 02:35:00,28.01159,28.04811,28.002674,28.025851,28.049585,28.033801,28.060486,28.038112,28.037079,28.060223,28.037521,28.059453
07/28/2020 02:40:00,27.990347,28.027588,28.002067,28.066124,28.031227,28.021032,28.043291,27.995773,28.040718,28.031784,28.037407,28.066452
07/28/2020 02:45:00,28.052765,27.994527,28.052667,28.044996,27.991183,27.986971,28.016131,28.049569,28.015295,27.999346,28.019753,28.039275
07/28/2020 02:50:00,28.050208,28.01913,28.052175,28.018032,28.015934,28.038275,27.980431,28.031899,27.995232,28.015377,27.993003,28.011459
07/28/2020 02:55:00,28.014557,28.050339,28.022786,27.983102,28.049749,28.041931,28.021638,27.991691,28.041767,28.062256,28.036325,27.993429
07/28/2020 03:00:00,27.985856,28.038128,27.998215,28.028719,28.027752,28.025818,28.077205,28.046668,28.02985,28.048438,28.060207,28.044062
07/28/2020 03:05:00,28.025326,28.015819,28.006083,28.062223,27.989626,28.00469,28.064436,28.015311,28.002739,28.01777,28.036259,28.055978
07/28/2020 03:10:00,28.067583,27.988479,28.056371,28.052323,28.004624,28.015,28.038079,27.993642,28.003346,27.991675,28.000625,28.041521
07/28/2020 03:15:00,28.047848,28.043111,28.046684,28.016196,28.052519,28.03267,28.001428,28.054536,28.049831,28.037505,27.995314,28.009115
07/28/2020 03:20:00,28.015377,28.059355,28.022966,27.990872,28.030293,28.029703,27.986708,28.001838,28.029883,28.057732,28.054978,27.988561
07/28/2020 03:25:00,27.984168,28.041963,27.989593,28.041603,27.99097,27.994822,28.059174,28.018278,28.005755,28.032063,28.045307,28.045078
07/28/2020 03:30:00,28.032965,28.015639,28.026834,28.064387,28.003657,28.009673,28.060551,28.040455,27.991003,28.009246,28.01854,28.060207
07/28/2020 03:35:00,28.073435,27.988364,28.053765,28.042619,28.061764,28.044193,28.030719,27.998658,28.045209,28.003329,27.993281,28.045045
07/28/2020 03:40:00,28.046487,28.046094,28.039505,28.022409,28.034112,28.0398,28.010377,28.051602,28.030539,28.047028,28.025179,28.007902
07/28/2020 03:45:00,28.019475,28.056765,28.015426,27.986135,27.999936,28.003936,27.987971,28.027506,28.008378,28.038144,28.049061,27.991855
07/28/2020 03:50:00,27.985135,28.034276,27.993609,28.04216,28.000575,27.993003,28.049585,27.989429,27.998756,28.00823,28.032489,28.043439
07/28/2020 03:55:00,28.036308,28.004968,28.017606,28.056371,28.055011,28.038947,28.073926,28.068583,28.052929,27.988348,27.998986,28.063305
07/28/2020 04:00:00,28.067255,28.001821,28.052782,28.037636,28.034522,28.037538,28.046209,28.020524,28.045881,28.060207,28.001625,28.039226
07/28/2020 04:05:00,28.04357,28.04339,28.038652,28.008099,27.993216,28.016311,28.015278,27.985512,28.02095,28.057896,28.052896,28.006821
07/28/2020 04:10:00,28.001756,28.041324,28.009066,27.987807,28.000756,27.988413,27.993396,28.064878,27.992347,28.026916,28.051061,27.990823
07/28/2020 04:15:00,27.993035,28.020737,27.987151,28.042734,28.047651,28.018753,28.026752,28.015344,28.035063,28.003854,28.028637,28.04116
07/28/2020 04:20:00,28.060731,27.994789,28.024195,28.063813,28.032965,28.047553,28.07373,27.985594,28.036915,27.993314,27.997379,28.057765
07/28/2020 04:25:00,28.070714,28.017819,28.065387,28.04534,27.995035,28.030195,28.05824,28.062846,28.018803,28.058355,28.011213,28.039226
07/28/2020 04:30:00,28.039095,28.054962,28.046717,28.015901,27.990478,28.003641,28.026015,28.015524,27.988118,28.053011,28.057027,28.013607
07/28/2020 04:35:00,28.001362,28.044504,28.018016,27.983283,28.05747,28.01441,27.998182,27.997559,28.03898,28.026162,28.050585,27.984528
07/28/2020 04:40:00,27.990315,28.013344,27.993757,28.042652,28.042799,28.038505,28.010673,28.05147,28.03044,27.997264,28.023622,28.044668
07/28/2020 04:45:00,28.057388,28.000887,28.012984,28.068403,28.001362,28.026244,28.062912,28.003608,28.001182,28.010476,27.997002,28.071255
07/28/2020 04:50:00,28.0527,28.030326,28.060371,28.037931,27.986577,27.997133,28.052569,28.015639,27.998117,28.066649,28.02749,28.05724
07/28/2020 04:55:00,28.035161,28.061551,28.052208,28.016459,28.042095,28.016786,28.023933,28.032834,28.059453,28.048225,28.056748,28.025425
07/28/2020 05:00:00,27.99692,28.043668,28.030162,27.980693,28.057158,28.05683,27.988544,27.986151,28.041619,28.021573,28.03957,27.996396
07/28/2020 05:05:00,27.997461,28.01795,28.003198,28.030145,28.025867,28.037816,28.001543,28.063321,28.020688,27.991872,28.003936,28.004706
07/28/2020 05:10:00,28.057912,27.991904,27.997691,28.059174,27.984528,28.019606,28.078368,28.022343,27.993035,28.026113,27.9912,28.065747
07/28/2020 05:15:00,28.046569,28.030096,28.052224,28.043553,28.017049,27.988053,28.067927,27.989708,28.036472,28.04852,28.046782,28.059682
07/28/2020 05:20:00,28.010361,28.046832,28.056339,28.014901,28.061502,28.043767,28.03803,28.054355,28.040996,28.025982,28.046078,28.023294
07/28/2020 05:25:00,27.985315,28.028178,28.030752,27.983332,28.032375,28.039898,28.00328,28.011574,28.019458,27.999117,28.025736,28.005509
07/28/2020 05:30:00,28.02826,27.996576,27.995248,28.040619,28.001346,28.015213,27.983561,28.012394,27.990495,28.020425,27.995084,27.99515
07/28/2020 05:35:00,28.071714,28.00446,28.006657,28.060994,27.984676,27.988725,28.053962,28.051192,28.031194,28.059043,28.015639,28.058683
07/28/2020 05:40:00,28.041095,28.055863,28.053929,28.040832,28.05747,28.033047,28.071943,28.010017,28.043947,28.039406,28.067091,28.054142
07/28/2020 05:45:00,28.014475,28.04234,28.060994,28.006804,28.054618,28.048061,28.052814,28.024589,28.011476,28.011771,28.046078,28.032653
07/28/2020 05:50:00,27.983447,28.02213,28.030555,27.980857,28.011935,28.028375,28.021228,28.047979,27.987774,27.982906,28.015787,28.01082
07/28/2020 05:55:00,28.021376,27.990823,28.003018,28.035833,27.978562,27.99851,27.988233,27.999035,28.04675,28.047946,27.988708,27.984971
07/28/2020 06:00:00,28.06937,28.031948,27.992937,28.067665,28.037931,28.022048,28.016737,28.040603,28.051011,28.068157,28.018639,28.049077
